GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;KNN Regression;0.07391298662317808;0.16166374533521818;0.003829465713351965;1.1583721947524466
GT;Whole ship cable quantity;m;Linear regression;0.07055141776800156;0.056605175137519836;0.011860559694468975;0.20548854768276215
